target_lane,comparison_lane,cosine_similarity,pearson_correlation
11,01,0.9947923494847465,0.5626450804850655
11,07,0.9945232978126758,0.5839129793841525
11,11,1.0,0.9999999999999998
11,13,0.995927122524598,0.71517086443387
11,17,0.9936113400141059,0.5934481114451012
11,19,0.9933700608338227,0.517157288010176
11,23,0.9942102240219881,0.57825114764032
11,29,0.9946179584963029,0.5825863684020983
