x,y,window_center
9.525833105498268,-1.795410762895692,98100.5
8.503694141968484,-3.458525385830437,98400.5
9.51339987221375,-5.373274591695598,98700.5
8.423052835668075,-8.406260758064555,99000.5
7.935227582314286,-8.899728394233968,99300.5
9.07165017373091,-9.650269480033886,99600.5
6.229374847883108,-9.842153678921102,99900.5
6.064398275502041,-10.757845424507096,100200.5
7.179836896411025,-12.61044996319051,100500.5
5.566086876544889,-11.165361718478438,100800.5
4.7134030295299,-9.695464997932286,101100.5
6.944746305215485,-8.136240525488473,101400.5
6.951356059682594,-6.613789800081637,101700.5
8.27773448187264,-1.36597525465282,102000.5
8.961902941075486,-1.1890162445174022,102300.5
6.709629480994189,0.2672739912512125,102600.5
7.757378292206925,0.8681608295124477,102900.5
8.640707549625468,2.433887816708021,103200.5
7.969040626138688,4.203301128536464,103500.5
11.667868310726963,3.61148864867972,103800.5
10.98501470315642,2.9002672979889947,104100.5
10.653970155301188,1.4453066946775055,104400.5
10.230166990649087,-0.9711413938889799,104700.5
6.74506303279059,0.8591489900389109,105000.5
4.588224160024038,3.0470749110666278,105300.5
5.260295111282186,4.78302038772777,105600.5
7.447641518655092,1.6436124581671057,105900.5
9.351668182788957,0.7725368368127967,106200.5
10.83592238864516,3.970237395137292,106500.5
7.732331208822839,1.4791449582374832,106800.5
9.224180773162054,3.1983978623664804,107100.5
8.476662184669179,3.4851119608938466,107400.5
6.4260079454463455,6.962656653668706,107700.5
8.275041198231701,3.278794156296358,108000.5
10.10413726363516,-1.202785800190421,108300.5
9.746754652464075,-4.605863754891711,108600.5
11.295341911320826,-0.9115866290482744,108900.5
7.759769894795258,-1.2243367155323384,109200.5
6.927595698948566,-5.042147364583466,109500.5
9.35483875993205,-2.019433257826396,109800.5
8.874257024526656,-4.317953756520789,110100.5
7.848681176379394,-4.407289094119402,110400.5
9.942049969162081,-6.600889810070331,110700.5
9.976386736454577,-8.876754759266838,111000.5
10.203944657541097,-3.862548346571925,111300.5
9.990111420881371,-1.3465579334484479,111600.5
5.59412620297303,-1.2215305662186229,111900.5
9.311971348820204,-0.8683944930215708,112200.5
9.798055457595062,-3.028738922453333,112500.5
8.307142030058017,-4.068747329455179,112800.5
10.001154956211582,-2.0989979936594807,113100.5
9.63525336288144,-1.946158492282925,113400.5
9.978790064266603,-1.0782105666489923,113700.5
10.403348188469655,-1.440850472149104,114000.5
8.26636696278996,-2.326484323745405,114300.5
8.613290290370719,-3.4727488715024903,114600.5
10.49423476117765,-4.5154924838359385,114900.5
8.782807609703926,-2.481206681582812,115200.5
8.726466202897512,0.04862624950309107,115500.5
9.387658279499446,0.5416878729748505,115800.5
7.865562818184659,-1.5446440048986971,116100.5
7.05633698240279,-0.8927924470579031,116400.5
7.0834004184235,1.2182569592387207,116700.5
7.00731388013675,1.9176318381884112,117000.5
8.709627284291807,0.8146496399966904,117300.5
9.334666266759143,2.939185025782665,117600.5
9.994921015067632,3.4045961433272383,117900.5
8.888303376819854,3.2126925485369666,118200.5
