window_start,window_stop,window_center,window_size,prime_count,lane_01,lane_07,lane_11,lane_13,lane_17,lane_19,lane_23,lane_29,share_01,share_07,share_11,share_13,share_17,share_19,share_23,share_29,target_lane_count,target_lane_share,leader_lane,leader_count,leader_margin
34201,37200,35700.5,3000,288,35,38,38,37,34,33,35,38,0.12152777777777778,0.13194444444444445,0.13194444444444445,0.1284722222222222,0.11805555555555555,0.11458333333333333,0.12152777777777778,0.13194444444444445,38,0.13194444444444445,07,38,0
34501,37500,36000.5,3000,283,33,37,35,38,34,35,36,35,0.1166077738515901,0.13074204946996468,0.12367491166077739,0.13427561837455831,0.12014134275618374,0.12367491166077739,0.127208480565371,0.12367491166077739,35,0.12367491166077739,13,38,1
34801,37800,36300.5,3000,283,33,40,35,39,34,34,32,36,0.1166077738515901,0.1413427561837456,0.12367491166077739,0.13780918727915195,0.12014134275618374,0.12014134275618374,0.11307420494699646,0.127208480565371,35,0.12367491166077739,07,40,1
35101,38100,36600.5,3000,281,36,42,33,39,35,30,31,35,0.12811387900355872,0.1494661921708185,0.11743772241992882,0.1387900355871886,0.12455516014234876,0.10676156583629894,0.1103202846975089,0.12455516014234876,33,0.11743772241992882,07,42,3
35401,38400,36900.5,3000,283,34,43,32,38,35,34,34,33,0.12014134275618374,0.1519434628975265,0.11307420494699646,0.13427561837455831,0.12367491166077739,0.12014134275618374,0.12014134275618374,0.1166077738515901,32,0.11307420494699646,07,43,5
35701,38700,37200.5,3000,282,33,40,33,38,33,33,34,38,0.11702127659574468,0.14184397163120568,0.11702127659574468,0.1347517730496454,0.11702127659574468,0.11702127659574468,0.12056737588652482,0.1347517730496454,33,0.11702127659574468,07,40,2
36001,39000,37500.5,3000,283,34,43,33,39,32,32,36,34,0.12014134275618374,0.1519434628975265,0.1166077738515901,0.13780918727915195,0.11307420494699646,0.11307420494699646,0.127208480565371,0.12014134275618374,33,0.1166077738515901,07,43,4
36301,39300,37800.5,3000,284,33,39,32,41,32,35,37,35,0.11619718309859155,0.13732394366197184,0.11267605633802817,0.1443661971830986,0.11267605633802817,0.12323943661971831,0.13028169014084506,0.12323943661971831,32,0.11267605633802817,13,41,2
36601,39600,38100.5,3000,283,34,39,36,37,29,34,38,36,0.12014134275618374,0.13780918727915195,0.127208480565371,0.13074204946996468,0.10247349823321555,0.12014134275618374,0.13427561837455831,0.127208480565371,36,0.127208480565371,07,39,1
36901,39900,38400.5,3000,283,32,38,36,38,28,38,36,37,0.11307420494699646,0.13427561837455831,0.127208480565371,0.13427561837455831,0.0989399293286219,0.13427561837455831,0.127208480565371,0.13074204946996468,36,0.127208480565371,07,38,0
37201,40200,38700.5,3000,282,30,37,37,37,28,39,39,35,0.10638297872340426,0.13120567375886524,0.13120567375886524,0.13120567375886524,0.09929078014184398,0.13829787234042554,0.13829787234042554,0.12411347517730496,37,0.13120567375886524,19,39,0
37501,40500,39000.5,3000,278,30,38,38,35,26,37,39,35,0.1079136690647482,0.1366906474820144,0.1366906474820144,0.12589928057553956,0.09352517985611511,0.13309352517985612,0.14028776978417265,0.12589928057553956,38,0.1366906474820144,23,39,1
37801,40800,39300.5,3000,272,30,35,35,32,27,39,40,34,0.11029411764705882,0.12867647058823528,0.12867647058823528,0.11764705882352941,0.09926470588235294,0.14338235294117646,0.14705882352941177,0.125,35,0.12867647058823528,23,40,1
38101,41100,39600.5,3000,277,28,37,36,32,25,42,43,34,0.10108303249097472,0.13357400722021662,0.1299638989169675,0.11552346570397112,0.09025270758122744,0.15162454873646208,0.1552346570397112,0.12274368231046931,36,0.1299638989169675,23,43,1
38401,41400,39900.5,3000,280,31,34,36,36,26,42,41,34,0.11071428571428571,0.12142857142857143,0.12857142857142856,0.12857142857142856,0.09285714285714286,0.15,0.14642857142857144,0.12142857142857143,36,0.12857142857142856,19,42,1
38701,41700,40200.5,3000,285,31,35,37,37,28,42,41,34,0.10877192982456141,0.12280701754385964,0.12982456140350876,0.12982456140350876,0.09824561403508772,0.14736842105263157,0.14385964912280702,0.11929824561403508,37,0.12982456140350876,19,42,1
39001,42000,40500.5,3000,285,31,33,36,36,30,42,38,39,0.10877192982456141,0.11578947368421053,0.12631578947368421,0.12631578947368421,0.10526315789473684,0.14736842105263157,0.13333333333333333,0.1368421052631579,36,0.12631578947368421,19,42,3
39301,42300,40800.5,3000,286,31,32,37,38,31,40,37,40,0.10839160839160839,0.11188811188811189,0.12937062937062938,0.13286713286713286,0.10839160839160839,0.13986013986013987,0.12937062937062938,0.13986013986013987,37,0.12937062937062938,19,40,0
39601,42600,41100.5,3000,290,31,36,33,39,34,42,36,39,0.10689655172413794,0.12413793103448276,0.11379310344827587,0.13448275862068965,0.11724137931034483,0.14482758620689656,0.12413793103448276,0.13448275862068965,33,0.11379310344827587,19,42,3
39901,42900,41400.5,3000,289,31,35,33,40,35,40,38,37,0.10726643598615918,0.12110726643598616,0.11418685121107267,0.1384083044982699,0.12110726643598616,0.1384083044982699,0.1314878892733564,0.12802768166089964,33,0.11418685121107267,13,40,0
40201,43200,41700.5,3000,287,32,36,31,40,35,37,38,38,0.11149825783972125,0.1254355400696864,0.10801393728222997,0.13937282229965156,0.12195121951219512,0.1289198606271777,0.13240418118466898,0.13240418118466898,31,0.10801393728222997,13,40,2
40501,43500,42000.5,3000,288,35,35,34,37,36,36,37,38,0.12152777777777778,0.12152777777777778,0.11805555555555555,0.1284722222222222,0.125,0.125,0.1284722222222222,0.13194444444444445,34,0.11805555555555555,29,38,1
40801,43800,42300.5,3000,293,35,36,38,40,36,36,37,35,0.11945392491467577,0.12286689419795221,0.1296928327645051,0.13651877133105803,0.12286689419795221,0.12286689419795221,0.12627986348122866,0.11945392491467577,38,0.1296928327645051,13,40,2
41101,44100,42600.5,3000,289,38,33,37,38,37,36,37,33,0.1314878892733564,0.11418685121107267,0.12802768166089964,0.1314878892733564,0.12802768166089964,0.1245674740484429,0.12802768166089964,0.11418685121107267,37,0.12802768166089964,01,38,0
41401,44400,42900.5,3000,286,38,32,37,37,36,35,35,36,0.13286713286713286,0.11188811188811189,0.12937062937062938,0.12937062937062938,0.1258741258741259,0.12237762237762238,0.12237762237762238,0.1258741258741259,37,0.12937062937062938,01,38,1
41701,44700,43200.5,3000,284,36,33,37,38,37,33,35,35,0.1267605633802817,0.11619718309859155,0.13028169014084506,0.13380281690140844,0.13028169014084506,0.11619718309859155,0.12323943661971831,0.12323943661971831,37,0.13028169014084506,13,38,1
42001,45000,43500.5,3000,283,35,33,37,38,37,33,35,35,0.12367491166077739,0.1166077738515901,0.13074204946996468,0.13427561837455831,0.13074204946996468,0.1166077738515901,0.12367491166077739,0.12367491166077739,37,0.13074204946996468,13,38,1
42301,45300,43800.5,3000,277,36,34,36,33,36,33,37,32,0.1299638989169675,0.12274368231046931,0.1299638989169675,0.11913357400722022,0.1299638989169675,0.11913357400722022,0.13357400722021662,0.11552346570397112,36,0.1299638989169675,23,37,1
42601,45600,44100.5,3000,273,35,31,36,34,37,31,36,33,0.1282051282051282,0.11355311355311355,0.13186813186813187,0.12454212454212454,0.13553113553113552,0.11355311355311355,0.13186813186813187,0.12087912087912088,36,0.13186813186813187,17,37,1
42901,45900,44400.5,3000,270,37,31,34,35,39,27,35,32,0.13703703703703704,0.11481481481481481,0.1259259259259259,0.12962962962962962,0.14444444444444443,0.1,0.12962962962962962,0.11851851851851852,34,0.1259259259259259,17,39,2
43201,46200,44700.5,3000,270,38,29,37,35,38,27,34,32,0.14074074074074075,0.10740740740740741,0.13703703703703704,0.12962962962962962,0.14074074074074075,0.1,0.1259259259259259,0.11851851851851852,37,0.13703703703703704,01,38,0
43501,46500,45000.5,3000,272,38,31,35,36,37,31,30,34,0.13970588235294118,0.11397058823529412,0.12867647058823528,0.1323529411764706,0.13602941176470587,0.11397058823529412,0.11029411764705882,0.125,35,0.12867647058823528,01,38,1
43801,46800,45300.5,3000,271,38,31,34,35,35,28,31,39,0.14022140221402213,0.11439114391143912,0.12546125461254612,0.12915129151291513,0.12915129151291513,0.1033210332103321,0.11439114391143912,0.14391143911439114,34,0.12546125461254612,29,39,1
44101,47100,45600.5,3000,269,36,32,34,34,37,26,29,41,0.13382899628252787,0.11895910780669144,0.12639405204460966,0.12639405204460966,0.137546468401487,0.09665427509293681,0.10780669144981413,0.1524163568773234,34,0.12639405204460966,29,41,4
44401,47400,45900.5,3000,269,34,34,32,33,39,26,30,41,0.12639405204460966,0.12639405204460966,0.11895910780669144,0.12267657992565056,0.1449814126394052,0.09665427509293681,0.11152416356877323,0.1524163568773234,32,0.11895910780669144,29,41,2
44701,47700,46200.5,3000,270,36,33,32,33,37,30,28,41,0.13333333333333333,0.12222222222222222,0.11851851851851852,0.12222222222222222,0.13703703703703704,0.1111111111111111,0.1037037037037037,0.15185185185185185,32,0.11851851851851852,29,41,4
45001,48000,46500.5,3000,271,37,36,33,31,37,30,29,38,0.13653136531365315,0.13284132841328414,0.12177121771217712,0.11439114391143912,0.13653136531365315,0.11070110701107011,0.1070110701107011,0.14022140221402213,33,0.12177121771217712,29,38,1
45301,48300,46800.5,3000,271,37,36,32,33,36,31,25,41,0.13653136531365315,0.13284132841328414,0.11808118081180811,0.12177121771217712,0.13284132841328414,0.11439114391143912,0.09225092250922509,0.15129151291512916,32,0.11808118081180811,29,41,4
45601,48600,47100.5,3000,272,37,36,34,31,35,30,29,40,0.13602941176470587,0.1323529411764706,0.125,0.11397058823529412,0.12867647058823528,0.11029411764705882,0.10661764705882353,0.14705882352941177,34,0.125,29,40,3
45901,48900,47400.5,3000,275,37,36,36,30,33,36,27,40,0.13454545454545455,0.13090909090909092,0.13090909090909092,0.10909090909090909,0.12,0.13090909090909092,0.09818181818181818,0.14545454545454545,36,0.13090909090909092,29,40,3
46201,49200,47700.5,3000,277,36,38,34,30,35,35,27,42,0.1299638989169675,0.1371841155234657,0.12274368231046931,0.10830324909747292,0.1263537906137184,0.1263537906137184,0.09747292418772563,0.15162454873646208,34,0.12274368231046931,29,42,4
46501,49500,48000.5,3000,280,33,38,36,32,35,35,31,40,0.11785714285714285,0.1357142857142857,0.12857142857142856,0.11428571428571428,0.125,0.125,0.11071428571428571,0.14285714285714285,36,0.12857142857142856,29,40,2
46801,49800,48300.5,3000,279,34,38,32,32,39,37,30,37,0.12186379928315412,0.13620071684587814,0.11469534050179211,0.11469534050179211,0.13978494623655913,0.13261648745519714,0.10752688172043011,0.13261648745519714,32,0.11469534050179211,17,39,1
47101,50100,48600.5,3000,285,35,39,34,34,37,37,33,36,0.12280701754385964,0.1368421052631579,0.11929824561403508,0.11929824561403508,0.12982456140350876,0.12982456140350876,0.11578947368421053,0.12631578947368421,34,0.11929824561403508,07,39,2
47401,50400,48900.5,3000,285,37,39,36,33,36,36,35,33,0.12982456140350876,0.1368421052631579,0.12631578947368421,0.11578947368421053,0.12631578947368421,0.12631578947368421,0.12280701754385964,0.11578947368421053,36,0.12631578947368421,07,39,2
47701,50700,49200.5,3000,280,37,40,36,32,35,33,36,31,0.13214285714285715,0.14285714285714285,0.12857142857142856,0.11428571428571428,0.125,0.11785714285714285,0.12857142857142856,0.11071428571428571,36,0.12857142857142856,07,40,3
48001,51000,49500.5,3000,276,35,37,35,34,34,33,36,32,0.12681159420289856,0.13405797101449277,0.12681159420289856,0.12318840579710146,0.12318840579710146,0.11956521739130435,0.13043478260869565,0.11594202898550725,35,0.12681159420289856,07,37,1
48301,51300,49800.5,3000,278,37,36,34,35,37,33,37,29,0.13309352517985612,0.12949640287769784,0.1223021582733813,0.12589928057553956,0.13309352517985612,0.11870503597122302,0.13309352517985612,0.10431654676258993,34,0.1223021582733813,01,37,0
48601,51600,50100.5,3000,282,38,38,36,33,36,33,36,32,0.1347517730496454,0.1347517730496454,0.1276595744680851,0.11702127659574468,0.1276595744680851,0.11702127659574468,0.1276595744680851,0.11347517730496454,36,0.1276595744680851,01,38,0
48901,51900,50400.5,3000,281,38,38,32,32,36,31,39,35,0.13523131672597866,0.13523131672597866,0.11387900355871886,0.11387900355871886,0.12811387900355872,0.1103202846975089,0.1387900355871886,0.12455516014234876,32,0.11387900355871886,23,39,1
49201,52200,50700.5,3000,280,39,39,34,32,36,33,37,30,0.1392857142857143,0.1392857142857143,0.12142857142857143,0.11428571428571428,0.12857142857142856,0.11785714285714285,0.13214285714285715,0.10714285714285714,34,0.12142857142857143,01,39,0
49501,52500,51000.5,3000,273,39,38,32,31,34,31,37,31,0.14285714285714285,0.1391941391941392,0.11721611721611722,0.11355311355311355,0.12454212454212454,0.11355311355311355,0.13553113553113552,0.11355311355311355,32,0.11721611721611722,01,39,1
49801,52800,51300.5,3000,275,38,37,38,29,33,30,39,31,0.13818181818181818,0.13454545454545455,0.13818181818181818,0.10545454545454545,0.12,0.10909090909090909,0.14181818181818182,0.11272727272727273,38,0.13818181818181818,23,39,1
50101,53100,51600.5,3000,274,37,38,35,28,34,31,38,33,0.13503649635036497,0.1386861313868613,0.12773722627737227,0.10218978102189781,0.12408759124087591,0.11313868613138686,0.1386861313868613,0.12043795620437957,35,0.12773722627737227,07,38,0
50401,53400,51900.5,3000,272,35,37,34,31,34,33,33,35,0.12867647058823528,0.13602941176470587,0.125,0.11397058823529412,0.125,0.1213235294117647,0.1213235294117647,0.12867647058823528,34,0.125,07,37,2
50701,53700,52200.5,3000,277,34,37,34,32,35,35,33,37,0.12274368231046931,0.13357400722021662,0.12274368231046931,0.11552346570397112,0.1263537906137184,0.1263537906137184,0.11913357400722022,0.13357400722021662,34,0.12274368231046931,07,37,0
51001,54000,52500.5,3000,278,35,37,35,30,37,35,32,37,0.12589928057553956,0.13309352517985612,0.12589928057553956,0.1079136690647482,0.13309352517985612,0.12589928057553956,0.11510791366906475,0.13309352517985612,35,0.12589928057553956,07,37,0
51301,54300,52800.5,3000,275,35,38,36,30,34,33,32,37,0.12727272727272726,0.13818181818181818,0.13090909090909092,0.10909090909090909,0.12363636363636364,0.12,0.11636363636363636,0.13454545454545455,36,0.13090909090909092,07,38,1
51601,54600,53100.5,3000,275,35,37,35,32,35,36,31,34,0.12727272727272726,0.13454545454545455,0.12727272727272726,0.11636363636363636,0.12727272727272726,0.13090909090909092,0.11272727272727273,0.12363636363636364,35,0.12727272727272726,07,37,1
51901,54900,53400.5,3000,271,35,37,37,30,34,36,31,31,0.12915129151291513,0.13653136531365315,0.13653136531365315,0.11070110701107011,0.12546125461254612,0.13284132841328414,0.11439114391143912,0.11439114391143912,37,0.13653136531365315,07,37,0
52201,55200,53700.5,3000,269,34,36,36,27,33,36,33,34,0.12639405204460966,0.13382899628252787,0.13382899628252787,0.10037174721189591,0.12267657992565056,0.13382899628252787,0.12267657992565056,0.12639405204460966,36,0.13382899628252787,07,36,0
52501,55500,54000.5,3000,273,37,34,34,28,36,37,32,35,0.13553113553113552,0.12454212454212454,0.12454212454212454,0.10256410256410256,0.13186813186813187,0.13553113553113552,0.11721611721611722,0.1282051282051282,34,0.12454212454212454,01,37,0
52801,55800,54300.5,3000,273,38,32,34,29,35,37,32,36,0.1391941391941392,0.11721611721611722,0.12454212454212454,0.10622710622710622,0.1282051282051282,0.13553113553113552,0.11721611721611722,0.13186813186813187,34,0.12454212454212454,01,38,1
53101,56100,54600.5,3000,275,37,31,36,31,35,36,31,38,0.13454545454545455,0.11272727272727273,0.13090909090909092,0.11272727272727273,0.12727272727272726,0.13090909090909092,0.11272727272727273,0.13818181818181818,36,0.13090909090909092,29,38,1
53401,56400,54900.5,3000,273,37,32,33,29,34,38,34,36,0.13553113553113552,0.11721611721611722,0.12087912087912088,0.10622710622710622,0.12454212454212454,0.1391941391941392,0.12454212454212454,0.13186813186813187,33,0.12087912087912088,19,38,1
53701,56700,55200.5,3000,275,38,31,33,29,35,40,35,34,0.13818181818181818,0.11272727272727273,0.12,0.10545454545454545,0.12727272727272726,0.14545454545454545,0.12727272727272726,0.12363636363636364,33,0.12,19,40,2
54001,57000,55500.5,3000,282,40,32,33,32,34,41,38,32,0.14184397163120568,0.11347517730496454,0.11702127659574468,0.11347517730496454,0.12056737588652482,0.1453900709219858,0.1347517730496454,0.11347517730496454,33,0.11702127659574468,19,41,1
54301,57300,55800.5,3000,288,37,31,35,33,36,41,39,36,0.1284722222222222,0.1076388888888889,0.12152777777777778,0.11458333333333333,0.125,0.1423611111111111,0.13541666666666666,0.125,35,0.12152777777777778,19,41,2
54601,57600,56100.5,3000,279,36,32,30,32,37,39,38,35,0.12903225806451613,0.11469534050179211,0.10752688172043011,0.11469534050179211,0.13261648745519714,0.13978494623655913,0.13620071684587814,0.12544802867383512,30,0.10752688172043011,19,39,1
54901,57900,56400.5,3000,284,35,34,32,33,35,40,38,37,0.12323943661971831,0.11971830985915492,0.11267605633802817,0.11619718309859155,0.12323943661971831,0.14084507042253522,0.13380281690140844,0.13028169014084506,32,0.11267605633802817,19,40,2
55201,58200,56700.5,3000,288,36,33,32,35,37,39,39,37,0.125,0.11458333333333333,0.1111111111111111,0.12152777777777778,0.1284722222222222,0.13541666666666666,0.13541666666666666,0.1284722222222222,32,0.1111111111111111,19,39,0
55501,58500,57000.5,3000,290,34,36,36,36,37,37,38,36,0.11724137931034483,0.12413793103448276,0.12413793103448276,0.12413793103448276,0.12758620689655173,0.12758620689655173,0.1310344827586207,0.12413793103448276,36,0.12413793103448276,23,38,1
55801,58800,57300.5,3000,287,33,39,34,37,36,38,37,33,0.11498257839721254,0.13588850174216027,0.11846689895470383,0.1289198606271777,0.1254355400696864,0.13240418118466898,0.1289198606271777,0.11498257839721254,34,0.11846689895470383,07,39,1
56101,59100,57600.5,3000,283,34,36,34,36,36,38,38,31,0.12014134275618374,0.127208480565371,0.12014134275618374,0.127208480565371,0.127208480565371,0.13427561837455831,0.13427561837455831,0.10954063604240283,34,0.12014134275618374,19,38,0
56401,59400,57900.5,3000,288,34,37,35,36,36,36,41,33,0.11805555555555555,0.1284722222222222,0.12152777777777778,0.125,0.125,0.125,0.1423611111111111,0.11458333333333333,35,0.12152777777777778,23,41,4
56701,59700,58200.5,3000,287,33,39,36,34,36,35,41,33,0.11498257839721254,0.13588850174216027,0.1254355400696864,0.11846689895470383,0.1254355400696864,0.12195121951219512,0.14285714285714285,0.11498257839721254,36,0.1254355400696864,23,41,2
57001,60000,58500.5,3000,275,30,38,36,32,34,34,37,34,0.10909090909090909,0.13818181818181818,0.13090909090909092,0.11636363636363636,0.12363636363636364,0.12363636363636364,0.13454545454545455,0.12363636363636364,36,0.13090909090909092,07,38,1
