01,07,11,13,17,19,23,29,window_start,window_stop,gap_23_29,gap_29_01,reset_pressure,boundary_pressure,z_29,z_gap_29_01,z_reset_pressure,sparse_event,state
50,49,48,46,51,54,53,49,5560,5960,4,1,0.010101010101010102,0.0392156862745098,-0.24053997407296634,-1.0440297169274162,-1.038525618127503,0,balanced
50,48,47,50,51,52,54,48,5600,6000,6,2,0.02040816326530612,0.058823529411764705,-0.47300561646354516,-0.7846634046419029,-0.7734147789618533,0,23-leading
44,52,50,49,51,52,57,45,5640,6040,12,1,0.011235955056179775,0.11764705882352941,-1.1704025436352816,-1.0440297169274162,-1.009333638084544,0,23-leading
45,51,50,49,51,54,53,47,5680,6080,6,2,0.021739130434782608,0.06,-0.705471258854124,-0.7846634046419029,-0.7391809010348106,0,23-leading
43,54,50,49,52,51,53,48,5720,6120,5,5,0.054945054945054944,0.04950495049504951,-0.47300561646354516,-0.0065644677853630845,0.11491046365781712,0,balanced
44,53,53,49,50,48,53,50,5760,6160,3,6,0.06382978723404255,0.02912621359223301,-0.008074331682387506,0.2528018445001502,0.3434351392253531,0,29-leading
49,55,49,48,48,48,56,47,5800,6200,9,2,0.020833333333333332,0.08737864077669903,-0.705471258854124,-0.7846634046419029,-0.7624789568462702,0,23-leading
48,56,53,49,46,47,54,47,5840,6240,7,1,0.010526315789473684,0.06930693069306931,-0.705471258854124,-1.0440297169274162,-1.027586307711405,0,23-leading
49,54,54,52,47,45,52,47,5880,6280,5,2,0.020833333333333332,0.050505050505050504,-0.705471258854124,-0.7846634046419029,-0.7624789568462702,0,balanced
50,51,51,52,49,45,55,47,5920,6320,8,3,0.030927835051546393,0.0784313725490196,-0.705471258854124,-0.5252970923563896,-0.5028377369268083,0,23-leading
51,55,49,51,47,44,54,49,5960,6360,5,2,0.02,0.04854368932038835,-0.24053997407296634,-0.7846634046419029,-0.783913168192813,0,balanced
52,55,49,49,49,44,51,51,6000,6400,0,1,0.009708737864077669,0.0,0.22439131070819132,-1.0440297169274162,-1.0486152733656522,0,balanced
53,53,47,54,52,41,49,51,6040,6440,2,2,0.019230769230769232,0.02,0.22439131070819132,-0.7846634046419029,-0.8036985940511602,0,balanced
52,52,46,55,50,41,55,49,6080,6480,6,3,0.0297029702970297,0.057692307692307696,-0.24053997407296634,-0.5252970923563896,-0.5343425489498987,0,23-leading
54,49,48,54,49,45,55,46,6120,6520,9,8,0.08,0.0891089108910891,-0.9379369012447029,0.7715344690711767,0.759350048758269,0,01-leading
53,53,42,53,52,46,54,47,6160,6560,7,6,0.06,0.06930693069306931,-0.705471258854124,0.2528018445001502,0.24492897644124156,0,01-leading
50,52,45,51,58,49,48,47,6200,6600,1,3,0.030927835051546393,0.010526315789473684,-0.705471258854124,-0.5252970923563896,-0.5028377369268083,0,balanced
51,46,44,52,59,47,51,50,6240,6640,1,1,0.009900990099009901,0.009900990099009901,-0.008074331682387506,-1.0440297169274162,-1.043670343323193,0,balanced
51,45,43,54,56,49,53,49,6280,6680,4,2,0.02,0.0392156862745098,-0.24053997407296634,-0.7846634046419029,-0.783913168192813,0,balanced
48,45,46,53,56,53,50,49,6320,6720,1,1,0.010309278350515464,0.010101010101010102,-0.24053997407296634,-1.0440297169274162,-1.0331687393154962,0,balanced
47,41,48,52,55,54,52,51,6360,6760,1,4,0.04081632653061224,0.009708737864077669,0.22439131070819132,-0.26593078007087634,-0.24849531741386627,0,balanced
48,41,51,53,54,54,50,49,6400,6800,1,1,0.010309278350515464,0.010101010101010102,-0.24053997407296634,-1.0440297169274162,-1.0331687393154962,0,balanced
50,39,51,51,53,55,49,52,6440,6840,3,2,0.0196078431372549,0.0297029702970297,0.45685695309877017,-0.7846634046419029,-0.7939998558853036,0,balanced
52,41,49,48,54,54,49,53,6480,6880,4,1,0.009523809523809525,0.0392156862745098,0.689322595489349,-1.0440297169274162,-1.0533718251207795,0,balanced
49,40,52,48,56,52,49,54,6520,6920,5,5,0.04854368932038835,0.04854368932038835,0.9217882378799278,-0.0065644677853630845,-0.04973940478890024,0,balanced
50,39,57,47,53,50,47,57,6560,6960,10,7,0.06542056074766354,0.09615384615384616,1.6191851650516644,0.5121681567856634,0.384351510059875,0,29-leading
51,42,55,48,48,51,46,59,6600,7000,13,8,0.07272727272727272,0.12380952380952381,2.084116449832822,0.7715344690711767,0.5722878406429862,1,29-leading
50,43,54,47,46,56,44,60,6640,7040,16,10,0.09090909090909091,0.15384615384615385,2.316582092223401,1.2902670936422032,1.039943360931193,1,29-leading
48,46,53,46,47,58,42,60,6680,7080,18,12,0.1111111111111111,0.17647058823529413,2.316582092223401,1.8089997182132298,1.5595606056958669,1,29-leading
50,50,49,45,47,54,45,60,6720,7120,15,10,0.09090909090909091,0.14285714285714285,2.316582092223401,1.2902670936422032,1.039943360931193,1,29-leading
50,49,49,49,49,55,43,56,6760,7160,13,6,0.05660377358490566,0.13131313131313133,1.3867195226610856,0.2528018445001502,0.15757445472702947,0,29-leading
48,48,47,51,52,55,45,54,6800,7200,9,6,0.058823529411764705,0.09090909090909091,0.9217882378799278,0.2528018445001502,0.21466891336376942,0,29-leading
46,51,49,50,49,57,47,51,6840,7240,4,5,0.05154639175257732,0.04081632653061224,0.22439131070819132,-0.0065644677853630845,0.027493265461879506,0,balanced
