lane,residue,weighted_degree,mean_prime_count,std_prime_count,strongest_neighbor,strongest_neighbor_weight,is_target_lane,laplacian_community
01,1,5.70017884782772,34.14867617107943,4.226322962472051,17,0.8587055399005019,False,A
07,7,5.713407866280869,34.67209775967414,4.394082240452557,23,0.8441516511517774,False,B
11,11,5.739387611212977,34.67209775967414,4.24748823328196,07,0.8355548769280114,False,B
13,13,5.751040278845771,34.33808553971487,4.727584649688908,29,0.842040250390051,False,A
17,17,5.736226269677008,34.32586558044807,4.902690874909949,01,0.8587055399005019,False,A
19,19,5.664392639129768,34.17922606924643,4.434687402082362,23,0.8401169996852235,False,B
23,23,5.741804837250223,34.55397148676171,4.561264285824056,07,0.8441516511517774,True,B
29,29,5.684675032230993,34.45824847250509,4.796446005585135,13,0.842040250390051,False,A
