graph_mode,eigenvalue,loading_01,loading_07,loading_11,loading_13,loading_17,loading_19,loading_23,loading_29
0,1.1679594994891497e-15,0.35355339059327373,0.35355339059327395,0.35355339059327384,0.3535533905932737,0.3535533905932739,0.35355339059327384,0.35355339059327395,0.3535533905932738
1,6.442320560281205,0.40621708275969926,-0.15561456364504195,-0.04950639173960837,0.15789349595524185,0.2248809404290392,-0.6616561400533091,-0.3432099253931872,0.4209955016871663
2,6.477373481228324,0.5212555949939759,-0.4600878919131518,-0.19166308535900234,-0.13755911757183376,0.4364275571559012,0.24907921221848947,0.037558073030288575,-0.4550103425546672
3,6.485209755142162,-0.2378411393118511,-0.41771880628903313,-0.19860877128628335,0.012285050845825665,0.07773867413648775,0.5339797321207632,-0.33861360418929143,0.5687788639733822
4,6.557574812348359,0.37712467478456874,0.16399020602567957,0.40983307317542955,-0.6774566371081134,-0.24481418307550476,0.16315043560547696,-0.31842512362883596,0.1265975542212991
5,6.567754464903266,-0.2258304648287421,-0.5604324494212405,0.7704894721900848,0.11284640863162901,0.028774849144635267,-0.12118364740044787,0.07830099379557326,-0.08296516211149232
6,6.591839444690646,0.4187180326743832,-0.3083486169635072,-0.11786277494928651,0.24799867965070466,-0.7355893656904628,0.06663695339784073,0.30610854732055914,0.12233854455976892
7,6.609040863861375,-0.11473739037331539,-0.16899127358830562,-0.14443035177146024,-0.5457206780233117,0.16143902079443212,-0.21045740533640467,0.6632564493389234,0.3596416289594422
