window_start,window_center,mode_1_score,mode_2_score,mode_3_score,mode_4_score
50101,51600.5,2.5598788403738717,-1.2111019167472634,1.2355522100669039,-3.3020619773722477
50401,51900.5,3.072014924479582,-0.060840448444901295,1.600501410389312,0.5642310974034882
50701,52200.5,1.220294686872835,-0.543936351276319,0.7990010980184888,2.410529906116247
51001,52500.5,0.9028961750258406,0.879333439114756,-0.04233821530853053,3.196880562681509
51301,52800.5,1.979072909086133,-0.316533698506031,3.250230133805029,2.406057767864277
51601,53100.5,2.06020591166016,-0.177345472148685,-0.17782390060182326,1.6754619288010775
51901,53400.5,3.6437901495466996,-1.5368822125022166,-0.6103163393238756,0.45466571073734185
52201,53700.5,4.320059344880834,-3.172728351662534,-0.6036853722257286,2.77548518117459
52501,54000.5,2.9037086961756255,0.7935822604260241,-2.997524662413038,4.114514627898014
52801,54300.5,2.9260938413069786,1.5300107681142794,-2.563911758843201,5.319397008824836
53101,54600.5,2.0988529557113385,2.516306658038415,-0.5300014249045902,6.849832884943319
53401,54900.5,2.940269523722522,-0.5278501676658832,-3.3689563201721158,4.907129928996387
53701,55200.5,2.3690129483173803,-0.6509659343492243,-6.261545427192562,4.157517235805401
54001,55500.5,0.026003044248283598,-1.826489356052057,-6.661314586908459,0.8044404710043009
54301,55800.5,-2.3124882447804183,-1.7987221034286003,-6.165024893530201,3.417522969821453
54601,56100.5,0.7315541258811524,-0.317716235058775,-6.950787572673985,1.6956357750275393
54901,56400.5,-1.0788379706731572,-2.904562455999511,-4.42581466238366,2.870287351368455
55201,56700.5,-2.5319289112050525,-0.5603871724500176,-4.961476543085074,1.7192113263261632
55501,57000.5,-3.3173491443351693,-1.4073357705094547,-1.7869867435800602,-0.13793726677176918
55801,57300.5,-2.249899308245057,-3.218144114950635,-2.1885148462864485,-2.784918809242472
56101,57600.5,-0.6871819623898381,-2.5143270951418994,-4.279993410222685,-3.228356476764564
56401,57900.5,-2.517044098783023,-2.9751898092837257,-2.3365299166403353,-4.192837947915588
56701,58200.5,-2.18611940684476,-4.049218827729482,-1.2193138328341313,-4.678923481343593
57001,58500.5,1.9451799451336056,-4.5043925096164275,0.6339901972763314,-1.5064569995617079
57301,58800.5,2.3640879954650225,-5.023854715827682,-1.6998213657979027,-1.9741132706461544
57601,59100.5,3.683651651839545,-5.606178815341125,0.8380436113118591,-1.5539810018832512
57901,59400.5,3.206335940497966,-1.1098707609972773,0.1407877969773207,-0.5932404986309008
58201,59700.5,5.103063787826072,-1.942394527556583,0.9668095288099038,-1.3801698475072384
58501,60000.5,5.946948340295793,-3.6507829259935836,0.8570645009621022,-3.426104692840149
58801,60300.5,4.889263363729306,-4.204736582209693,0.5117473186927074,-5.289541988296254
59101,60600.5,4.915681145291086,-5.257804426389758,2.6097586173290863,-4.661286644941043
59401,60900.5,6.999607446334922,-2.2420777307535347,4.616561583044603,-4.517651344192143
59701,61200.5,7.822797202534629,1.490929445917544,4.711132946007583,-5.4285218420097925
60001,61500.5,6.208671544893799,3.6421921462009705,3.374564649345061,-5.8349360802650105
60301,61800.5,8.6918760676801,2.3940126306891547,6.9546181053919005,-5.717924705616117
60601,62100.5,4.261501715612863,3.446254419275592,3.972506076412978,-4.924661765101232
60901,62400.5,3.909171819975192,3.1917952701546723,4.165189998990602,-6.151799595324681
61201,62700.5,3.6354447958111016,7.399942037725742,3.0110157113960554,-5.079214406009983
61501,63000.5,4.592375611833531,5.896237418024994,2.106400922874075,-2.9886573363817903
61801,63300.5,6.25005409400854,6.409631150415072,4.146489003383711,-1.8594608568826254
62101,63600.5,6.794637869767175,7.216692189362309,-1.992906407323701,-1.8605123229041176
62401,63900.5,5.385195432059955,5.8663369459298185,-3.7656779459356926,-2.820343247458502
62701,64200.5,4.073787055539261,1.6715566541428055,-3.570139223807678,-1.3195342517471158
63001,64500.5,3.349650697495428,1.8079478644672757,-6.323847479776631,-1.1219127841627097
63301,64800.5,3.390823999573422,1.730561282853033,-8.60348872006349,-0.9871778206706404
63601,65100.5,5.044439635244566,3.1614971864066295,-6.016728855509989,-0.8584861417296772
63901,65400.5,7.282957036221399,3.0158492899717633,-5.775333909846015,-2.4712840165872287
64201,65700.5,5.591894883179783,0.18289050229546103,-5.843438646727127,-0.956550904089681
64501,66000.5,3.155027039530822,1.251903899829093,-7.912339544838085,1.8620375037501518
64801,66300.5,1.7593956385312708,2.0568904869588107,-9.326192852002688,6.057825720174185
65101,66600.5,0.8803589034706235,0.7673606649600965,-4.04177683319667,4.198372784344178
65401,66900.5,3.498016181054148,1.4014804548307191,-3.097100063130853,8.019178680969802
65701,67200.5,5.26371069414146,6.655933764808778,-4.236865017342887,9.121701754363166
66001,67500.5,6.150685809487498,4.960290581628437,0.045283456679549375,8.145331540002024
66301,67800.5,4.455889258700165,5.1058379586511675,0.11176545910909742,6.942688403770276
66601,68100.5,5.556596968117065,2.574102720036973,-0.4038121733528738,7.021855243063357
66901,68400.5,6.563592944991814,2.040728128852302,-3.9409158052191637,8.469332083408938
67201,68700.5,6.639776869182342,1.9988903266442992,-0.12860826281537052,10.118959959361428
67501,69000.5,7.377734930096159,1.0529349545907023,1.7505078360222364,9.226683613389483
67801,69300.5,8.30121107606956,0.10592521158707306,4.045547564070498,7.545865198639016
68101,69600.5,7.710874377918566,0.08909205030546032,1.2979662750312195,11.87986400157859
68401,69900.5,3.9687225257516037,-0.5089217004248752,0.9094655010249538,9.180796537799981
68701,70200.5,3.9528553339516708,-4.478413871869226,3.270601624853542,6.643792161863104
69001,70500.5,2.2245483314599825,-3.1028698315766916,1.9930243665145617,7.658805421879014
69301,70800.5,1.5404287905263299,-0.8588216257651952,-1.0847407249635572,8.048648185588219
69601,71100.5,2.740171301159546,-2.9449900009327,-0.9123038683105992,6.030722300406711
69901,71400.5,0.8846977850185918,-1.62812964883328,-0.548081585459896,5.745509113188965
70201,71700.5,1.3121143000081719,-4.067583355523105,-4.111903427791498,2.617662089195383
70501,72000.5,2.9811606728076274,-3.1587048600363588,-2.2426836950874622,0.2641029018864085
70801,72300.5,2.08011094495139,-0.11440274725805238,-6.235613428907777,-0.34386401625554786
71101,72600.5,3.7927968351394425,-1.9796241047217513,-6.874530911245694,-4.625631302197093
71401,72900.5,4.451350783654525,-0.24827132771317145,-3.3717167486888555,-5.441649774221555
71701,73200.5,4.875050354407415,1.7946427668546479,-3.7997686985649706,-2.9811775816653348
72001,73500.5,5.719088885622953,-1.3185403756495084,-4.522173869704483,-4.25369211731949
